Date,0968.HK,3868.HK,ACA,AMRC,AZRE,BE,BYDDF,CAP.DE,CE2.DE,CREE,DQ,ENPH,FCEL,FSLR,HASI,ITRI,JKS,LAC,MAXN,NDX1.DE,NIO,NOVA,OLED,ORA,PLUG,PNE3.DE,REGI,RUN,S92.DE,SEDG,SPWR,TPIC,VBK.DE,VECO,WLDN,XJNGF,XPEV,weight
2012-07-13,,,,12.66,,,1.74,2.97,4.98,23.33,0.94,6.04,152.64,14.17,,41.52,3.28,0.85,,3.01,,,34.82,19.26,1.11,1.51,8.03,,22.08,,2.92,,2.62,34.56,1.79,0.32,,0.6486486486486487
2012-07-16,,,,12.53,,,1.65,2.97,5.08,23.27,0.96,5.67,151.2,14.98,,40.84,3.23,0.8,,2.98,,,35.53,19.34,1.11,1.56,8.15,,21.5,,3.01,,2.62,32.84,1.74,0.32,,0.6486486486486487
2012-07-17,,,,12.57,,,1.69,2.95,5.16,23.24,0.95,5.65,151.2,14.46,,40.17,3.18,0.7,,3.09,,,35.66,19.19,1.15,1.55,8.43,,21.39,,2.89,,2.65,32.32,1.66,0.32,,0.6486486486486487
2012-07-18,,,,12.66,,,1.7,3.0,4.97,24.05,0.97,5.97,156.96,14.47,,41.22,3.18,0.7,,3.08,,,36.15,19.19,1.17,1.56,7.98,,21.52,,2.95,,2.7,33.22,1.66,0.32,,0.6486486486486487
2012-07-19,,,,12.59,,,1.78,3.0,5.05,24.45,0.97,5.88,159.84,15.13,,41.03,3.16,0.65,,3.2,,,37.69,18.91,1.15,1.52,7.25,,22.0,,2.87,,2.71,32.85,1.5,0.32,,0.6486486486486487
2012-07-20,,,,12.46,,,1.8,3.03,5.08,23.84,0.95,6.1,158.4,14.79,,39.72,2.92,0.7,,3.2,,,33.76,18.59,1.17,1.51,6.61,,24.7,,2.91,,2.59,32.62,1.55,0.32,,0.6486486486486487
2012-07-23,,,,12.21,,,1.7,3.03,4.92,23.0,0.92,6.21,151.2,14.22,,39.11,2.75,0.75,,3.16,,,32.09,18.37,1.15,1.54,6.28,,25.58,,2.66,,2.57,31.62,1.49,0.32,,0.6486486486486487
2012-07-24,,,,11.74,,,1.7,3.03,5.01,22.78,0.94,5.83,146.88,14.07,,38.4,2.7,0.6,,3.18,,,31.98,17.92,1.15,1.52,5.93,,26.08,,2.5,,2.5,31.38,1.55,0.36,,0.6486486486486487
2012-07-25,,,,11.63,,,1.7,3.03,4.97,23.23,0.95,5.76,146.88,14.18,,38.31,2.57,0.65,,3.14,,,31.22,17.75,1.13,1.52,5.63,,24.9,,2.59,,2.63,30.76,1.43,0.36,,0.6486486486486487
2012-07-26,,,,11.89,,,1.71,3.03,4.96,23.49,0.96,5.87,152.64,14.0,,38.67,2.59,0.65,,3.08,,,33.05,17.88,1.15,1.46,5.49,,25.46,,2.57,,2.64,33.74,1.46,0.36,,0.6486486486486487
2012-07-27,,,,12.26,,,1.72,2.99,4.96,24.34,0.95,5.84,152.64,14.5,,39.97,2.57,0.65,,3.07,,,32.99,17.98,1.17,1.35,5.5,,25.91,,2.51,,2.6,34.5,1.36,0.36,,0.6486486486486487
2012-07-30,,,,12.24,,,1.7,2.99,4.95,23.92,0.89,5.9,151.2,14.21,,39.55,2.4,0.6,,3.06,,,32.44,17.96,1.16,1.37,5.24,,25.74,,2.47,,2.62,34.85,1.36,0.36,,0.6486486486486487
2012-07-31,,,,12.16,,,1.7,2.99,4.9,23.95,0.9,5.81,149.76,15.54,,38.97,2.21,0.65,,3.05,,,31.76,18.0,1.2,1.36,4.95,,25.0,,2.57,,2.6,35.71,1.41,0.36,,0.6486486486486487
2012-08-01,,,,11.85,,,1.7,2.99,4.93,24.02,0.96,5.64,148.32,14.8,,38.28,2.26,0.65,,3.09,,,30.76,17.61,1.22,1.36,5.01,,25.17,,2.48,,2.62,34.6,1.36,0.36,,0.6486486486486487
2012-08-02,,,,11.71,,,1.71,2.99,4.95,24.16,0.95,5.78,151.2,17.93,,42.17,2.1,0.6,,3.0,,,31.58,19.69,1.22,1.35,4.98,,26.1,,2.61,,2.55,33.87,1.36,0.36,,0.6486486486486487
2012-08-03,,,,12.13,,,1.73,2.99,4.77,24.97,0.91,6.03,152.64,17.06,,42.36,2.01,0.6,,3.08,,,30.9,19.89,1.2,1.35,5.08,,26.97,,2.68,,2.05,34.47,1.36,0.36,,0.6486486486486487
2012-08-06,,,,12.32,,,1.78,2.99,4.8,25.75,0.98,6.33,154.08,19.06,,42.48,2.21,0.6,,3.08,,,32.96,20.29,1.25,1.34,4.95,,28.12,,2.86,,1.86,36.46,1.31,0.36,,0.6486486486486487
2012-08-07,,,,11.82,,,1.81,2.98,4.78,26.34,0.99,6.67,155.52,20.68,,42.51,2.48,0.65,,3.13,,,33.86,20.18,1.21,1.35,5.19,,28.75,,2.96,,1.87,37.1,1.26,0.36,,0.6486486486486487
2012-08-08,,,,11.9,,,1.83,2.98,4.8,27.11,1.0,5.07,154.08,21.41,,42.45,2.6,0.65,,3.23,,,32.82,19.96,1.2,1.35,5.11,,28.4,,3.07,,1.96,37.89,1.25,0.36,,0.6486486486486487
2012-08-09,,,,12.07,,,1.9,2.96,4.82,28.17,0.97,5.56,152.64,21.7,,42.63,2.5,0.7,,3.38,,,38.99,20.06,1.21,1.35,5.11,,26.2,,2.75,,2.05,38.11,1.29,0.36,,0.6486486486486487
2012-08-10,,,,12.08,,,1.88,3.03,4.74,28.19,0.98,5.63,151.2,21.43,,43.94,2.59,0.7,,3.33,,,39.55,19.64,1.22,1.33,4.86,,26.07,,2.81,,1.96,37.77,1.2,0.36,,0.6486486486486487
2012-08-13,,,,12.08,,,1.89,3.02,4.73,27.85,0.95,5.07,146.88,20.49,,43.9,2.43,0.8,,3.17,,,41.18,19.39,1.21,1.32,4.74,,25.23,,2.8,,2.02,35.81,1.16,0.36,,0.6486486486486487
2012-08-14,,,,12.11,,,1.87,2.98,4.72,27.57,0.98,5.17,146.88,20.04,,43.43,2.45,0.75,,3.11,,,40.7,19.44,1.13,1.56,4.7,,24.98,,2.8,,2.09,35.17,1.35,0.36,,0.6486486486486487
2012-08-15,,,,12.19,,,1.8,2.98,4.59,27.8,0.96,5.04,146.88,21.1,,43.83,2.46,0.75,,3.06,,,40.9,19.75,1.02,1.66,5.98,,24.25,,2.84,,1.99,35.6,1.36,0.36,,0.6486486486486487
2012-08-16,,,,12.41,,,1.79,2.9,4.52,28.35,0.93,5.06,146.88,21.49,,44.46,2.42,0.75,,3.18,,,42.62,19.91,1.03,1.61,6.36,,24.75,,2.95,,1.8,36.3,1.36,0.36,,0.6486486486486487
2012-08-17,,,,12.27,,,1.78,2.95,4.5,28.25,0.96,5.26,151.2,21.26,,44.98,2.42,0.75,,3.16,,,42.96,20.21,1.05,1.56,6.46,,26.76,,3.02,,1.71,36.15,1.33,0.36,,0.6486486486486487
2012-08-20,,,,12.32,,,1.78,2.99,4.36,28.22,0.97,5.23,146.88,22.46,,44.88,2.78,0.75,,3.1,,,42.61,20.86,1.06,1.57,6.24,,26.7,,3.11,,1.7,33.84,1.33,0.36,,0.6486486486486487
2012-08-21,,,,12.33,,,1.78,3.0,4.41,28.29,0.96,5.14,148.32,24.14,,44.75,2.76,0.7,,3.13,,,42.56,20.81,1.1,1.53,5.78,,27.33,,3.21,,1.69,34.22,1.38,0.36,,0.6486486486486487
2012-08-22,,,,12.1,,,1.78,3.0,4.41,27.94,0.97,5.0,144.0,23.93,,44.73,2.97,0.7,,3.15,,,42.15,20.72,1.08,1.56,5.69,,26.36,,3.25,,1.7,33.42,1.21,0.36,,0.6486486486486487
2012-08-23,,,,11.99,,,1.8,3.0,4.43,27.79,0.99,4.97,144.0,24.61,,44.24,2.93,0.85,,3.1,,,41.87,20.32,1.05,1.56,5.42,,26.55,,3.29,,1.69,33.2,1.36,0.36,,0.6486486486486487
2012-08-24,,,,12.02,,,1.78,3.0,4.62,28.09,0.97,4.94,144.0,24.77,,44.37,2.85,0.85,,3.04,,,42.73,20.17,1.06,1.57,5.5,,26.15,,3.23,,1.67,33.02,1.26,0.36,,0.6486486486486487
2012-08-27,,,,12.01,,,1.67,3.0,4.55,27.99,0.97,5.1,142.56,25.54,,44.21,3.32,0.75,,3.02,,,39.26,19.99,1.05,1.58,5.5,,26.23,,3.2,,1.65,33.45,1.21,0.36,,0.6486486486486487
2012-08-28,,,,12.11,,,1.68,2.99,4.6,28.39,0.95,5.01,136.8,25.7,,44.49,3.65,0.75,,3.14,,,40.71,19.91,1.03,1.58,5.43,,26.28,,3.18,,1.5,34.68,1.21,0.36,,0.6486486486486487
2012-08-29,,,,12.14,,,1.77,2.99,4.57,28.28,0.93,5.11,135.36,24.2,,44.51,3.15,0.7,,3.09,,,40.68,19.83,1.03,1.61,5.35,,25.9,,3.16,,1.6,35.06,1.2,0.36,,0.6486486486486487
2012-08-30,,,,12.15,,,1.72,3.0,4.51,28.01,0.84,4.9,133.92,19.67,,43.43,3.02,0.8,,3.12,,,40.66,19.46,0.99,1.62,5.32,,25.56,,2.91,,1.61,33.87,1.21,0.36,,0.6486486486486487
2012-08-31,,,,12.01,,,1.7,3.05,4.47,28.2,0.87,4.96,142.56,19.99,,43.36,3.21,0.8,,3.14,,,40.37,18.99,0.96,1.64,5.32,,24.63,,2.93,,1.62,34.3,1.22,0.36,,0.6486486486486487
2012-09-03,,,,,,,,3.03,4.39,,,,,,,,,,,3.22,,,,,,1.78,,,24.5,,,,1.54,,,,,0.16216216216216217
2012-09-04,,,,12.02,,,1.74,3.05,4.43,27.77,0.84,4.96,144.0,18.92,,42.98,3.04,0.7,,3.3,,,40.86,18.91,0.95,1.73,5.3,,24.34,,2.77,,1.49,34.68,1.26,0.36,,0.6486486486486487
2012-09-05,,,,12.02,,,1.72,3.03,4.48,27.17,0.83,5.28,144.0,18.65,,42.41,2.91,0.8,,3.2,,,40.18,18.78,0.95,1.74,5.29,,24.25,,2.75,,1.44,34.13,1.26,0.36,,0.6486486486486487
2012-09-06,,,,12.19,,,1.79,3.07,4.44,28.06,0.81,4.98,128.16,20.03,,43.14,2.94,0.75,,3.29,,,41.35,18.96,0.88,1.75,5.36,,25.03,,2.87,,1.49,34.98,1.26,0.36,,0.6486486486486487
2012-09-07,,,,12.36,,,1.96,3.03,4.41,27.99,0.84,4.53,131.04,20.44,,43.89,3.1,0.75,,3.37,,,41.48,18.91,0.82,1.81,5.36,,25.81,,2.92,,1.48,36.0,1.2,0.36,,0.6486486486486487
2012-09-10,,,,12.21,,,1.93,3.0,4.57,27.58,0.8,4.61,129.6,20.79,,44.97,3.35,0.8,,3.33,,,41.27,18.95,0.87,1.79,5.41,,26.99,,3.1,,1.45,35.54,1.18,0.37,,0.6486486486486487
2012-09-11,,,,12.14,,,1.98,3.02,4.51,27.81,0.8,4.68,131.04,21.8,,45.03,3.55,0.75,,3.36,,,42.27,19.15,0.84,1.82,5.58,,27.03,,3.12,,1.32,35.81,1.35,0.37,,0.6486486486486487
2012-09-12,,,,12.23,,,2.05,3.03,4.19,27.79,0.83,4.84,132.48,22.48,,45.34,3.55,0.8,,3.42,,,43.41,18.95,0.82,1.81,5.5,,26.91,,3.14,,1.35,36.03,1.24,0.37,,0.6486486486486487
2012-09-13,,,,12.43,,,2.08,3.07,4.16,28.01,0.85,4.9,131.04,22.61,,45.38,3.63,0.8,,3.36,,,43.06,19.51,0.85,1.81,5.41,,26.01,,3.13,,1.63,36.59,1.23,0.37,,0.6486486486486487
2012-09-14,,,,12.4,,,2.14,3.07,4.31,29.01,0.81,5.22,133.92,24.61,,45.85,3.49,0.8,,3.45,,,43.58,19.42,0.88,1.83,6.11,,27.34,,3.22,,1.79,37.76,1.2,0.37,,0.6486486486486487
2012-09-17,,,,12.39,,,2.1,3.07,4.29,28.79,0.84,4.99,129.6,23.24,,45.34,3.32,0.8,,3.45,,,42.63,19.17,0.85,1.85,8.26,,27.42,,3.11,,1.9,36.07,1.21,0.37,,0.6486486486486487
2012-09-18,,,,12.5,,,2.02,3.05,4.22,28.8,0.86,4.97,129.6,23.15,,44.83,3.38,0.75,,3.36,,,41.71,18.93,0.84,1.87,7.74,,27.67,,3.13,,1.79,36.35,1.21,0.37,,0.6486486486486487
2012-09-19,,,,12.16,,,2.06,3.05,4.22,28.65,0.88,5.11,128.16,23.48,,45.04,3.32,0.8,,3.38,,,40.66,18.98,0.81,1.94,8.2,,28.17,,3.2,,1.79,36.02,1.2,0.37,,0.6486486486486487
2012-09-20,,,,12.11,,,2.03,3.05,4.18,28.03,0.81,5.12,128.16,22.57,,44.05,3.31,0.75,,3.24,,,39.2,19.0,0.82,1.98,7.99,,28.55,,3.1,,1.87,35.06,1.28,0.37,,0.6486486486486487
2012-09-21,,,,12.03,,,2.06,3.07,4.2,28.17,0.74,5.11,132.48,21.2,,43.53,3.65,0.8,,3.29,,,38.99,19.11,0.81,1.97,8.16,,28.1,,3.08,,1.99,34.96,1.4,0.37,,0.6486486486486487
2012-09-24,,,,12.12,,,1.96,3.07,4.51,27.05,0.82,4.88,129.6,21.0,,43.18,3.86,0.8,,3.17,,,36.22,19.27,0.84,2.06,7.93,,28.07,,3.11,,1.93,31.4,1.37,0.37,,0.6486486486486487
2012-09-25,,,,11.92,,,1.85,3.14,4.46,25.54,0.81,4.75,126.72,20.51,,43.37,3.96,0.8,,3.19,,,35.63,19.09,0.8,2.09,6.95,,27.04,,3.01,,1.93,31.0,1.38,0.37,,0.6486486486486487
2012-09-26,,,,12.02,,,1.73,3.14,4.6,25.4,0.8,4.75,123.84,20.9,,42.46,3.88,0.8,,3.15,,,35.23,18.59,0.83,2.0,6.83,,26.0,,2.89,,1.83,30.54,1.54,0.37,,0.6486486486486487
2012-09-27,,,,12.05,,,1.75,3.14,4.94,25.75,0.82,4.6,131.04,23.11,,43.02,3.76,0.85,,3.15,,,35.23,19.02,0.84,2.0,6.91,,28.65,,3.06,,1.81,30.82,1.65,0.37,,0.6486486486486487
2012-09-28,,,,11.81,,,1.72,3.19,4.85,25.51,0.77,4.14,126.72,22.15,,43.13,3.79,0.9,,3.16,,,34.33,18.75,0.83,2.0,6.68,,27.22,,2.95,,1.82,30.0,1.7,0.37,,0.6486486486486487
2012-10-01,,,,12.0,,,1.8,3.28,4.72,25.64,0.81,3.89,125.28,21.93,,42.35,3.82,0.8,,3.16,,,34.19,18.58,0.83,2.01,6.76,,27.99,,2.86,,1.81,30.45,1.68,0.37,,0.6486486486486487
2012-10-02,,,,11.84,,,1.78,3.22,4.77,25.74,0.82,3.84,126.72,22.88,,41.83,3.85,0.8,,3.23,,,34.19,18.57,0.82,2.0,6.76,,28.06,,2.98,,1.86,30.79,1.61,0.37,,0.6486486486486487
2012-10-03,,,,11.67,,,1.74,,,25.52,0.83,3.94,132.48,22.0,,43.96,3.73,0.8,,,,,33.6,18.6,0.84,,6.88,,,,2.95,,,30.55,1.49,0.37,,0.4864864864864865
2012-10-04,,,,11.73,,,1.72,3.27,4.83,25.28,0.84,3.85,126.72,22.55,,44.19,4.31,0.85,,3.18,,,33.95,18.79,0.85,1.99,7.19,,28.33,,3.06,,1.89,30.59,1.58,0.37,,0.6486486486486487
2012-10-05,,,,11.58,,,1.75,3.23,4.84,25.25,0.85,3.65,131.04,20.07,,44.16,3.97,0.9,,3.21,,,33.95,19.07,0.84,2.02,7.12,,28.41,,2.97,,2.04,29.9,1.53,0.37,,0.6486486486486487
2012-10-08,,,,11.45,,,1.73,3.26,4.8,24.91,0.82,3.64,126.72,20.26,,44.11,3.87,0.95,,3.14,,,34.0,18.99,0.83,1.88,5.58,,28.65,,3.05,,2.08,29.01,1.59,0.37,,0.6486486486486487
2012-10-09,,,,11.3,,,1.74,3.26,4.84,24.83,0.84,3.33,129.6,20.8,,43.73,3.63,0.9,,3.1,,,34.38,19.11,0.84,2.0,5.16,,27.61,,3.03,,2.03,28.42,1.55,0.37,,0.6486486486486487
2012-10-10,,,,11.38,,,1.76,3.25,4.91,24.97,0.85,3.15,132.48,21.04,,42.92,3.49,0.9,,3.03,,,34.38,19.37,0.86,1.97,5.24,,26.75,,2.99,,1.95,27.87,1.55,0.37,,0.6486486486486487
2012-10-11,,,,11.43,,,1.81,3.25,4.9,24.96,0.84,3.32,144.0,21.72,,43.12,3.79,0.9,,3.17,,,34.91,19.49,0.87,1.97,5.52,,26.99,,3.06,,1.83,28.32,1.55,0.37,,0.6486486486486487
2012-10-12,,,,11.33,,,1.83,3.25,4.95,25.11,0.8,3.63,138.24,22.11,,42.27,3.73,0.95,,3.12,,,33.74,19.05,0.9,1.98,5.4,,26.91,,3.07,,1.91,28.75,1.55,0.37,,0.6486486486486487
2012-10-15,,,,11.35,,,1.88,3.24,4.88,25.45,0.79,3.8,144.0,22.25,,41.79,3.97,0.9,,3.07,,,34.06,19.56,0.85,1.95,5.4,,26.38,,3.08,,1.94,29.06,1.68,0.37,,0.6486486486486487
2012-10-16,,,,11.23,,,1.86,3.25,4.88,26.19,0.84,3.62,136.8,24.09,,41.96,3.94,0.9,,3.05,,,34.44,19.58,0.84,1.93,5.04,,26.12,,3.1,,2.0,30.06,1.68,0.37,,0.6486486486486487
2012-10-17,,,,11.37,,,1.89,3.2,4.86,28.92,0.82,3.76,144.0,25.17,,42.24,3.78,0.9,,3.06,,,34.48,19.7,0.81,1.88,5.19,,25.93,,3.18,,1.86,30.1,1.68,0.37,,0.6486486486486487
2012-10-18,,,,11.99,,,1.99,3.2,4.75,28.98,0.82,3.7,139.68,25.14,,42.58,3.93,0.85,,3.07,,,33.95,19.66,0.79,1.89,4.96,,26.0,,3.07,,1.91,30.01,1.59,0.37,,0.6486486486486487
2012-10-19,,,,11.5,,,1.98,3.2,4.63,28.88,0.86,3.7,133.92,23.54,,41.94,3.63,0.95,,3.12,,,32.27,18.74,0.75,1.84,4.88,,17.88,,2.85,,1.83,29.49,1.54,0.37,,0.6486486486486487
2012-10-22,,,,11.59,,,2.01,3.19,4.63,28.58,0.85,3.51,135.36,23.8,,41.65,3.76,0.85,,3.05,,,32.54,18.7,0.76,1.87,4.88,,17.59,,2.87,,1.83,28.88,1.54,0.37,,0.6486486486486487
2012-10-23,,,,11.21,,,1.97,3.19,4.64,29.48,0.82,3.42,132.48,23.31,,40.98,3.68,0.9,,2.92,,,32.66,18.75,0.7,1.9,4.77,,17.91,,2.84,,1.84,30.9,1.54,0.37,,0.6486486486486487
2012-10-24,,,,11.14,,,1.98,3.19,4.7,29.45,0.85,3.49,135.36,23.36,,40.66,3.69,0.9,,2.9,,,31.79,18.79,0.76,1.89,4.6,,17.75,,2.84,,1.83,30.27,1.6,0.37,,0.6486486486486487
2012-10-25,,,,11.06,,,1.98,3.19,4.65,29.28,0.79,3.64,131.04,23.77,,41.19,3.77,0.8,,2.82,,,32.76,18.78,0.74,1.91,4.78,,16.97,,2.84,,1.81,30.3,1.61,0.37,,0.6486486486486487
2012-10-26,,,,10.91,,,1.94,3.25,4.7,29.89,0.79,3.51,129.6,23.97,,41.04,3.79,0.75,,2.79,,,32.85,18.8,0.74,1.9,4.81,,17.04,,2.81,,1.77,30.37,1.56,0.37,,0.6486486486486487
2012-10-29,,,,,,,,3.23,4.7,,,,,,,,,,,2.7,,,,,,1.88,,,16.55,,,,1.72,,,,,0.16216216216216217
2012-10-30,,,,,,,,3.23,4.75,,,,,,,,,,,2.67,,,,,,1.87,,,16.61,,,,1.58,,,,,0.16216216216216217
2012-10-31,,,,11.06,,,1.97,3.26,4.69,30.3,0.79,3.67,133.92,24.3,,41.06,3.94,0.85,,2.69,,,32.78,19.03,0.74,1.87,4.93,,16.54,,2.82,,1.64,30.7,1.54,0.37,,0.6486486486486487
2012-11-01,,,,11.21,,,2.05,3.26,4.69,31.42,0.79,3.5,133.92,24.75,,39.57,3.93,0.75,,2.79,,,33.4,19.35,0.77,1.94,5.15,,16.42,,2.99,,1.66,31.45,1.53,0.37,,0.6486486486486487
2012-11-02,,,,10.92,,,2.04,3.31,4.69,30.52,0.85,3.33,131.04,22.54,,39.52,3.85,0.75,,2.79,,,31.33,19.28,0.79,1.97,5.02,,16.09,,2.75,,1.74,30.9,1.57,0.37,,0.6486486486486487
2012-11-05,,,,10.96,,,2.13,3.35,4.67,31.17,0.76,3.43,148.32,23.33,,39.82,3.92,0.75,,2.88,,,31.98,19.25,0.78,2.09,4.98,,15.8,,2.85,,1.9,31.49,1.57,0.37,,0.6486486486486487
2012-11-06,,,,11.06,,,2.24,3.36,4.69,31.57,0.8,3.52,145.44,24.79,,40.41,3.88,0.75,,3.02,,,32.07,20.01,0.76,2.09,5.0,,16.49,,3.06,,1.85,31.52,1.57,0.37,,0.6486486486486487
2012-11-07,,,,10.61,,,2.38,3.49,4.69,31.46,0.78,3.28,139.68,23.67,,39.36,3.85,0.75,,2.94,,,28.18,18.56,0.8,2.01,5.07,,16.3,,2.99,,1.8,30.79,1.61,0.37,,0.6486486486486487
2012-11-08,,,,8.91,,,2.29,3.4,4.69,30.94,0.8,2.45,131.04,24.15,,38.93,3.7,0.75,,2.92,,,23.12,18.4,0.76,2.0,5.0,,16.19,,2.91,,1.56,29.65,1.49,0.37,,0.6486486486486487
2012-11-09,,,,9.44,,,2.52,3.4,4.67,31.18,0.8,2.65,132.48,24.55,,38.71,3.79,0.75,,2.98,,,24.41,18.14,0.75,2.0,4.88,,15.85,,2.99,,1.5,30.17,1.53,0.37,,0.6486486486486487
2012-11-12,,,,9.0,,,2.64,3.4,4.69,31.25,0.8,2.42,131.04,25.43,,38.73,3.76,0.75,,2.94,,,24.01,18.04,0.74,2.05,4.97,,15.7,,3.01,,1.4,30.04,1.68,0.37,,0.6486486486486487
2012-11-13,,,,9.0,,,2.51,3.37,4.66,31.41,0.8,2.21,132.48,24.4,,38.77,3.72,0.75,,3.1,,,23.65,18.02,0.7,2.06,5.07,,15.74,,2.86,,1.29,30.0,1.69,0.37,,0.6486486486486487
2012-11-14,,,,8.94,,,2.5,3.37,4.66,30.73,0.8,2.11,125.28,23.45,,38.94,3.48,0.75,,2.94,,,22.52,17.48,0.74,2.01,5.14,,15.81,,2.67,,1.34,29.08,1.85,0.37,,0.6486486486486487
2012-11-15,,,,9.16,,,2.52,3.37,4.67,29.81,0.79,2.0,125.28,23.25,,41.36,3.51,0.75,,2.98,,,22.96,17.11,0.73,2.02,5.02,,15.8,,2.65,,1.46,26.89,1.98,0.37,,0.6486486486486487
2012-11-16,,,,9.37,,,2.46,3.37,4.64,29.94,0.75,1.99,123.84,23.54,,40.64,3.33,0.7,,2.94,,,23.06,16.95,0.72,1.96,5.12,,15.61,,2.62,,1.48,27.49,2.03,0.37,,0.6486486486486487
2012-11-19,,,,9.36,,,2.55,3.26,4.6,30.8,0.79,2.22,129.6,24.15,,40.8,3.51,0.75,,2.91,,,23.05,17.45,0.64,1.96,5.23,,15.8,,2.62,,1.35,27.67,2.12,0.37,,0.6486486486486487
2012-11-20,,,,9.25,,,2.42,3.39,4.62,30.73,0.79,2.59,128.16,23.87,,40.62,3.55,0.75,,2.9,,,23.15,17.04,0.59,1.98,5.41,,15.61,,2.61,,1.33,27.11,2.05,0.37,,0.6486486486486487
2012-11-21,,,,9.25,,,2.51,3.38,4.6,30.85,0.76,2.73,126.72,24.47,,41.25,3.51,0.8,,2.88,,,23.45,17.18,0.59,1.97,5.21,,15.91,,2.62,,1.3,27.28,2.05,0.37,,0.6486486486486487
2012-11-22,,,,,,,,3.38,4.6,,,,,,,,,,,2.97,,,,,,2.0,,,15.94,,,,1.31,,,,,0.16216216216216217
2012-11-23,,,,9.37,,,2.49,3.45,4.49,31.37,0.8,2.58,129.6,24.45,,41.48,3.5,0.7,,2.99,,,23.61,17.64,0.61,1.97,5.25,,15.98,,2.69,,1.35,27.66,2.12,0.37,,0.6486486486486487
2012-11-26,,,,9.27,,,2.46,3.44,4.44,31.92,0.85,2.81,126.72,25.31,,41.74,3.96,0.7,,2.98,,,23.11,17.43,0.68,2.0,5.5,,15.93,,2.72,,1.32,27.32,2.06,0.37,,0.6486486486486487
2012-11-27,,,,9.31,,,2.46,3.43,4.47,33.01,0.88,2.71,122.4,26.28,,42.24,4.1,0.8,,3.08,,,23.02,17.16,0.62,2.02,5.43,,15.65,,2.87,,1.32,27.36,2.08,0.37,,0.6486486486486487
2012-11-28,,,,9.24,,,2.43,3.42,4.56,33.56,0.85,2.58,125.28,27.21,,43.51,4.44,0.75,,2.94,,,23.11,17.88,0.6,2.0,5.52,,15.73,,2.98,,1.32,29.46,2.1,0.41,,0.6486486486486487
2012-11-29,,,,9.31,,,2.46,3.46,4.69,31.54,0.83,2.6,126.72,27.03,,43.31,4.38,0.75,,2.95,,,24.11,18.34,0.6,2.01,5.69,,16.2,,2.99,,1.17,29.59,2.06,0.41,,0.6486486486486487
2012-11-30,,,,9.4,,,2.52,3.45,4.84,32.31,0.76,2.79,123.84,26.99,,43.8,4.25,0.75,,2.93,,,23.88,18.42,0.62,1.99,5.92,,16.56,,3.01,,1.23,28.46,2.15,0.41,,0.6486486486486487
2012-12-03,,,,9.28,,,2.5,3.46,4.82,31.84,0.75,2.98,123.84,27.5,,43.04,4.19,0.75,,2.92,,,23.4,18.1,0.67,2.02,6.24,,16.43,,3.03,,1.21,28.44,2.12,0.41,,0.6486486486486487
2012-12-04,,,,9.26,,,2.55,3.5,4.8,32.04,0.78,2.88,123.84,29.61,,43.78,4.16,0.7,,3.0,,,23.39,18.28,0.66,2.08,6.18,,15.8,,3.01,,1.22,28.57,2.12,0.41,,0.6486486486486487
2012-12-05,,,,9.15,,,2.63,3.44,4.7,31.72,0.8,2.8,122.4,29.94,,43.94,4.25,0.7,,2.91,,,22.96,18.4,0.65,2.15,6.09,,16.27,,3.01,,1.19,28.57,2.12,0.41,,0.6486486486486487
2012-12-06,,,,9.32,,,2.53,3.44,4.71,32.7,0.75,2.72,122.4,30.72,,43.88,4.12,0.75,,2.88,,,25.44,18.37,0.63,2.2,5.9,,16.74,,3.01,,1.17,28.44,2.15,0.41,,0.6486486486486487
2012-12-07,,,,9.2,,,2.47,3.44,4.74,32.74,0.78,2.67,122.4,29.91,,43.84,4.68,0.75,,2.88,,,26.7,18.3,0.65,2.21,6.15,,16.92,,3.16,,1.15,28.9,2.15,0.41,,0.6486486486486487
2012-12-10,,,,9.3,,,2.47,3.44,4.7,33.52,0.78,2.54,128.16,30.03,,44.52,5.12,0.7,,2.84,,,26.05,18.9,0.64,2.23,6.25,,17.08,,3.25,,1.14,29.44,2.16,0.41,,0.6486486486486487
2012-12-11,,,,9.62,,,2.48,3.44,4.64,34.69,0.8,2.91,131.04,31.08,,44.58,5.29,0.65,,2.92,,,26.1,19.34,0.64,2.18,6.25,,17.45,,3.4,,1.18,30.62,2.19,0.41,,0.6486486486486487
2012-12-12,,,,9.4,,,2.5,3.44,4.75,34.21,1.05,3.03,128.16,32.0,,44.14,6.32,0.7,,2.98,,,26.96,19.61,0.6,2.18,6.22,,18.56,,3.58,,1.21,30.55,2.16,0.41,,0.6486486486486487
2012-12-13,,,,9.53,,,2.45,3.5,4.7,33.51,0.94,2.95,126.72,31.77,,44.21,6.06,0.65,,2.9,,,25.91,19.7,0.61,2.2,6.15,,18.55,,3.46,,1.25,29.34,2.16,0.41,,0.6486486486486487
2012-12-14,,,,9.64,,,2.47,3.5,4.65,33.92,1.0,3.22,135.36,32.56,,44.48,5.95,0.65,,2.92,,,25.07,19.23,0.63,2.21,6.25,,18.6,,3.54,,1.19,29.48,2.16,0.41,,0.6486486486486487
2012-12-17,,,,9.72,,,2.46,3.53,4.96,34.04,1.0,3.35,148.32,32.03,,44.65,6.2,0.6,,2.92,,,25.28,20.34,0.61,2.19,6.22,,18.6,,3.43,,1.23,29.17,2.25,0.41,,0.6486486486486487
