Date,0968.HK,3868.HK,ACA,AMRC,AZRE,BE,BYDDF,CAP.DE,CE2.DE,CREE,DQ,ENPH,FCEL,FSLR,HASI,ITRI,JKS,LAC,MAXN,NDX1.DE,NIO,NOVA,OLED,ORA,PLUG,PNE3.DE,REGI,RUN,S92.DE,SEDG,SPWR,TPIC,VBK.DE,VECO,WLDN,XJNGF,XPEV,weight
2000-01-03,,,,,,,,5.04,,41.97,,,870.75,,,7.25,,,,,,,18.62,,270.0,,,,,,,,,46.98,,,,0.1891891891891892
2000-01-04,,,,,,,,14.86,,38.28,,,819.0,,,7.25,,,,,,,16.44,,257.5,,,,,,,,,45.5,,,,0.1891891891891892
2000-01-05,,,,,,,,14.66,,37.44,,,810.0,,,6.66,,,,,,,16.62,,295.0,,,,,,,,,42.06,,,,0.1891891891891892
2000-01-06,,,,,,,,14.86,,33.34,,,864.0,,,7.0,,,,,,,15.94,,362.5,,,,,,,,,40.0,,,,0.1891891891891892
2000-01-07,,,,,,,,5.37,,37.03,,,1075.5,,,7.0,,,,,,,16.81,,790.0,,,,,,,,,37.0,,,,0.1891891891891892
2000-01-10,,,,,,,,6.34,,41.38,,,1264.5,,,7.12,,,,,,,16.06,,588.12,,,,,,,,,38.38,,,,0.1891891891891892
2000-01-11,,,,,,,,6.34,,39.78,,,1122.75,,,7.25,,,,,,,14.25,,506.88,,,,,,,,,38.44,,,,0.1891891891891892
2000-01-12,,,,,,,,6.76,,41.81,,,1071.0,,,7.02,,,,,,,13.06,,568.75,,,,,,,,,43.62,,,,0.1891891891891892
2000-01-13,,,,,,,,7.6,,42.59,,,1062.0,,,7.12,,,,,,,12.62,,578.75,,,,,,,,,44.12,,,,0.1891891891891892
2000-01-14,,,,,,,,7.73,,43.12,,,1077.75,,,6.5,,,,,,,13.38,,550.0,,,,,,,,,45.62,,,,0.1891891891891892
2000-01-17,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703
2000-01-18,,,,,,,,7.2,,45.34,,,1098.0,,,6.94,,,,,,,14.0,,635.0,,,,,,,,,48.75,,,,0.1891891891891892
2000-01-19,,,,,,,,7.17,,47.31,,,1350.0,,,7.0,,,,,,,13.62,,777.5,,,,,,,,,48.94,,,,0.1891891891891892
2000-01-20,,,,,,,,7.3,,49.62,,,1800.0,,,6.75,,,,,,,14.0,,850.0,,,,,,,,,48.94,,,,0.1891891891891892
2000-01-21,,,,,,,,7.76,,51.38,,,2016.0,,,6.75,,,,,,,13.88,,1088.75,,,,,,,,,49.62,,,,0.1891891891891892
2000-01-24,,,,,,,,9.36,,45.69,,,1656.0,,,6.56,,,,,,,14.62,,1365.0,,,,,,,,,55.25,,,,0.1891891891891892
2000-01-25,,,,,,,,8.75,,52.12,,,1575.0,,,7.19,,,,,,,17.19,,1310.0,,,,,,,,,56.0,,,,0.1891891891891892
2000-01-26,,,,,,,,8.84,,52.5,,,1534.5,,,6.88,,,,,,,16.88,,1198.75,,,,,,,,,59.0,,,,0.1891891891891892
2000-01-27,,,,,,,,26.26,,53.06,,,1534.5,,,7.25,,,,,,,17.12,,989.38,,,,,,,,,58.0,,,,0.1891891891891892
2000-01-28,,,,,,,,8.42,,50.25,,,1422.0,,,6.88,,,,,,,15.62,,835.0,,,,,,,,,56.0,,,,0.1891891891891892
2000-01-31,,,,,,,,8.6,,47.06,,,1350.0,,,7.0,,,,,,,14.31,,937.5,,,,,,,,,54.88,,,,0.1891891891891892
2000-02-01,,,,,,,,9.71,,52.56,,,1516.5,,,6.12,,,,,,,15.12,,1134.38,,,,,,,,,58.75,,,,0.1891891891891892
2000-02-02,,,,,,,,9.58,,60.0,,,1602.0,,,5.5,,,,,,,16.75,,1030.0,,,,,,,,,58.31,,,,0.1891891891891892
2000-02-03,,,,,,,,9.74,,69.5,,,1714.5,,,5.62,,,,,,,16.38,,1110.0,,,,,,,,,60.5,,,,0.1891891891891892
2000-02-04,,,,,,,,9.74,,71.66,,,1818.0,,,5.75,,,,,,,15.44,,1150.0,,,,,,,,,61.38,,,,0.1891891891891892
2000-02-07,,,,,,,,9.91,,75.34,,,1737.0,,,5.62,,,,,,,15.0,,1090.0,,,,,,,,,61.06,,,,0.1891891891891892
2000-02-08,,,,,,,,11.06,,71.41,,,1728.0,,,5.56,,,,,,,14.88,,1130.0,,,,,,,,,64.5,,,,0.1891891891891892
2000-02-09,,,,,,,,10.89,,71.5,,,1613.25,,,5.75,,,,,,,14.09,,1115.0,,,,,,,,,60.62,,,,0.1891891891891892
2000-02-10,,,,,,,,30.22,,80.25,,,1656.0,,,5.12,,,,,,,15.12,,1091.25,,,,,,,,,59.31,,,,0.1891891891891892
2000-02-11,,,,,,,,11.56,,80.16,,,1656.0,,,5.56,,,,,,,14.88,,1121.25,,,,,,,,,58.5,,,,0.1891891891891892
2000-02-14,,,,,,,,11.23,,90.88,,,1818.0,,,5.69,,,,,,,14.62,,1335.0,,,,,,,,,69.0,,,,0.1891891891891892
2000-02-15,,,,,,,,10.4,,89.88,,,1881.0,,,5.75,,,,,,,14.38,,1263.75,,,,,,,,,69.75,,,,0.1891891891891892
2000-02-16,,,,,,,,11.06,,95.5,,,1966.5,,,5.5,,,,,,,14.5,,1196.25,,,,,,,,,72.12,,,,0.1891891891891892
2000-02-17,,,,,,,,11.89,,95.06,,,2047.5,,,5.38,,,,,,,14.12,,1287.5,,,,,,,,,74.5,,,,0.1891891891891892
2000-02-18,,,,,,,,13.41,,84.47,,,1944.0,,,5.38,,,,,,,14.38,,1310.0,,,,,,,,,76.62,,,,0.1891891891891892
2000-02-21,,,,,,,,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703
2000-02-22,,,,,,,,11.89,,84.41,,,2322.0,,,5.5,,,,,,,14.38,,1303.75,,,,,,,,,76.31,,,,0.1891891891891892
2000-02-23,,,,,,,,11.56,,83.38,,,2556.0,,,5.44,,,,,,,14.25,,1269.38,,,,,,,,,73.12,,,,0.1891891891891892
2000-02-24,,,,,,,,11.89,,82.84,,,2412.0,,,5.25,,,,,,,14.5,,1206.25,,,,,,,,,73.0,,,,0.1891891891891892
2000-02-25,,,,,,,,11.56,,87.94,,,2416.5,,,5.38,,,,,,,14.12,,1152.5,,,,,,,,,73.0,,,,0.1891891891891892
2000-02-28,,,,,,,,11.56,,86.38,,,2445.75,,,5.44,,,,,,,13.94,,1067.5,,,,,,,,,74.31,,,,0.1891891891891892
2000-02-29,,,,,,,,11.58,,93.94,,,2691.0,,,7.5,,,,,,,19.56,,1174.38,,,,,,,,,82.12,,,,0.1891891891891892
2000-03-01,,,,,,,,11.56,,99.09,,,2619.0,,,7.0,,,,,,,18.12,,1172.5,,,,,,,,,98.25,,,,0.1891891891891892
2000-03-02,,,,,,,,11.39,,90.31,,,2641.5,,,7.0,,,,,,,20.5,,1210.0,,,,,,,,,96.75,,,,0.1891891891891892
2000-03-03,,,,,,,,11.39,,96.5,,,3141.0,,,6.88,,,,,,,28.5,,1208.75,,,,,,,,,111.88,,,,0.1891891891891892
2000-03-06,,,,,,,,11.39,,94.75,,,3105.0,,,6.5,,,,,,,34.25,,1171.25,,,,,,,,,109.81,,,,0.1891891891891892
2000-03-07,,,,,,,,32.7,,92.12,,,2817.0,,,6.69,,,,,,,30.0,,1110.0,,,,,,,,,114.0,,,,0.1891891891891892
2000-03-08,,,,,,,,10.3,,92.5,,,2943.0,,,6.94,,,,,,,28.5,,1168.75,,,,,,,,,108.0,,,,0.1891891891891892
2000-03-09,,,,,,,,10.58,,96.5,,,2875.5,,,7.5,,,,,,,33.25,,1191.25,,,,,,,,,107.12,,,,0.1891891891891892
2000-03-10,,,,,,,,11.39,,97.0,,,3039.75,,,7.75,,,,,,,31.0,,1497.5,,,,,,,,,100.0,,,,0.1891891891891892
2000-03-13,,,,,,,,34.18,,92.78,,,3006.0,,,8.25,,,,,,,32.0,,1400.0,,,,,,,,,95.0,,,,0.1891891891891892
2000-03-14,,,,,,,,10.9,,91.88,,,2713.5,,,7.75,,,,,,,30.0,,1170.0,,,,,,,,,85.44,,,,0.1891891891891892
2000-03-15,,,,,,,,10.9,,81.5,,,2434.5,,,7.75,,,,,,,28.0,,1182.5,,,,,,,,,78.75,,,,0.1891891891891892
2000-03-16,,,,,,,,10.57,,75.34,,,2475.0,,,7.75,,,,,,,27.0,,1235.0,,,,,,,,,78.0,,,,0.1891891891891892
2000-03-17,,,,,,,,11.1,,75.69,,,2731.5,,,7.75,,,,,,,29.12,,1218.75,,,,,,,,,83.44,,,,0.1891891891891892
2000-03-20,,,,,,,,10.9,,76.84,,,2610.0,,,7.5,,,,,,,29.38,,1105.62,,,,,,,,,85.0,,,,0.1891891891891892
2000-03-21,,,,,,,,10.52,,80.75,,,2412.0,,,7.38,,,,,,,29.5,,1064.38,,,,,,,,,82.75,,,,0.1891891891891892
2000-03-22,,,,,,,,10.57,,86.0,,,2520.0,,,7.88,,,,,,,28.0,,1092.5,,,,,,,,,88.0,,,,0.1891891891891892
2000-03-23,,,,,,,,10.52,,83.75,,,2992.5,,,7.56,,,,,,,28.62,,1080.0,,,,,,,,,92.88,,,,0.1891891891891892
2000-03-24,,,,,,,,10.7,,83.91,,,3028.5,,,7.44,,,,,,,31.25,,1015.62,,,,,,,,,94.56,,,,0.1891891891891892
2000-03-27,,,,,,,,10.9,,80.28,,,2952.0,,,7.5,,,,,,,31.5,,968.12,,,,,,,,,94.94,,,,0.1891891891891892
2000-03-28,,,,,,,,11.23,,77.12,,,2862.0,,,7.38,,,,,,,29.12,,916.88,,,,,,,,,86.19,,,,0.1891891891891892
2000-03-29,,,,,,,,11.56,,70.03,,,2702.25,,,7.5,,,,,,,27.5,,847.5,,,,,,,,,78.0,,,,0.1891891891891892
2000-03-30,,,,,,,,11.56,,61.5,,,2655.0,,,6.75,,,,,,,24.81,,837.5,,,,,,,,,71.19,,,,0.1891891891891892
2000-03-31,,,,,,,,11.23,,56.44,,,2817.0,,,6.94,,,,,,,24.88,,850.0,,,,,,,,,74.0,,,,0.1891891891891892
2000-04-03,,,,,,,,10.9,,52.47,,,2520.0,,,6.62,,,,,,,21.75,,761.88,,,,,,,,,68.25,,,,0.1891891891891892
2000-04-04,,,,,,,,32.7,,56.5,,,2448.0,,,6.25,,,,,,,19.0,,830.0,,,,,,,,,71.0,,,,0.1891891891891892
2000-04-05,,,,,,,,11.23,,65.25,,,2466.0,,,6.25,,,,,,,18.81,,920.0,,,,,,,,,71.0,,,,0.1891891891891892
2000-04-06,,,,,,,,11.1,,61.97,,,2466.0,,,6.31,,,,,,,23.0,,910.0,,,,,,,,,71.72,,,,0.1891891891891892
2000-04-07,,,,,,,,32.7,,63.19,,,2430.0,,,6.56,,,,,,,22.25,,887.5,,,,,,,,,75.12,,,,0.1891891891891892
2000-04-10,,,,,,,,32.7,,58.25,,,2259.0,,,6.5,,,,,,,21.5,,814.38,,,,,,,,,66.44,,,,0.1891891891891892
2000-04-11,,,,,,,,31.71,,52.88,,,2139.75,,,6.5,,,,,,,19.75,,812.5,,,,,,,,,65.91,,,,0.1891891891891892
2000-04-12,,,,,,,,10.9,,52.03,,,2052.0,,,6.38,,,,,,,18.0,,752.5,,,,,,,,,63.5,,,,0.1891891891891892
2000-04-13,,,,,,,,31.71,,51.5,,,1759.5,,,6.12,,,,,,,17.5,,693.75,,,,,,,,,64.38,,,,0.1891891891891892
2000-04-14,,,,,,,,31.71,,44.5,,,1228.5,,,6.0,,,,,,,14.0,,551.88,,,,,,,,,60.88,,,,0.1891891891891892
2000-04-17,,,,,,,,9.91,,48.5,,,1296.0,,,6.12,,,,,,,13.75,,545.0,,,,,,,,,58.12,,,,0.1891891891891892
2000-04-18,,,,,,,,9.78,,53.59,,,1435.5,,,6.03,,,,,,,16.75,,711.88,,,,,,,,,64.25,,,,0.1891891891891892
2000-04-19,,,,,,,,10.06,,57.19,,,1444.5,,,5.75,,,,,,,16.94,,650.0,,,,,,,,,63.75,,,,0.1891891891891892
2000-04-20,,,,,,,,10.07,,59.5,,,1428.75,,,5.59,,,,,,,18.12,,628.75,,,,,,,,,64.44,,,,0.1891891891891892
2000-04-21,,,,,,,,30.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703
2000-04-24,,,,,,,,30.22,,57.0,,,1332.0,,,6.25,,,,,,,16.94,,581.25,,,,,,,,,56.75,,,,0.1891891891891892
2000-04-25,,,,,,,,29.53,,62.12,,,1467.0,,,6.25,,,,,,,17.25,,641.25,,,,,,,,,63.88,,,,0.1891891891891892
2000-04-26,,,,,,,,29.73,,64.0,,,1442.25,,,6.5,,,,,,,16.75,,620.0,,,,,,,,,64.12,,,,0.1891891891891892
2000-04-27,,,,,,,,29.73,,68.75,,,1476.0,,,6.12,,,,,,,16.62,,730.0,,,,,,,,,64.62,,,,0.1891891891891892
2000-04-28,,,,,,,,29.73,,72.75,,,1467.0,,,5.75,,,,,,,17.88,,800.0,,,,,,,,,62.12,,,,0.1891891891891892
2000-05-01,,,,,,,,29.73,,73.0,,,1485.0,,,5.69,,,,,,,18.12,,870.0,,,,,,,,,60.12,,,,0.1891891891891892
2000-05-02,,,,,,,,29.73,,64.5,,,1530.0,,,5.5,,,,,,,18.19,,810.0,,,,,,,,,60.88,,,,0.1891891891891892
2000-05-03,,,,,,,,9.91,,64.84,,,1464.75,,,5.56,,,,,,,16.62,,813.12,,,,,,,,,61.88,,,,0.1891891891891892
2000-05-04,,,,,,,,9.36,,64.25,,,1381.5,,,5.5,,,,,,,16.5,,594.38,,,,,,,,,60.44,,,,0.1891891891891892
2000-05-05,,,,,,,,9.41,,69.62,,,1428.75,,,5.5,,,,,,,16.12,,560.0,,,,,,,,,59.0,,,,0.1891891891891892
2000-05-08,,,,,,,,28.24,,65.75,,,1372.5,,,5.44,,,,,,,15.56,,562.5,,,,,,,,,55.75,,,,0.1891891891891892
2000-05-09,,,,,,,,28.24,,62.12,,,1350.0,,,5.5,,,,,,,15.25,,505.0,,,,,,,,,52.0,,,,0.1891891891891892
2000-05-10,,,,,,,,26.95,,57.0,,,1320.75,,,5.38,,,,,,,13.75,,503.75,,,,,,,,,49.0,,,,0.1891891891891892
2000-05-11,,,,,,,,8.98,,60.81,,,1363.5,,,5.0,,,,,,,13.75,,518.12,,,,,,,,,48.75,,,,0.1891891891891892
2000-05-12,,,,,,,,9.33,,66.19,,,1435.5,,,5.09,,,,,,,13.56,,555.0,,,,,,,,,49.75,,,,0.1891891891891892
2000-05-15,,,,,,,,9.41,,62.25,,,1471.5,,,5.25,,,,,,,13.75,,556.25,,,,,,,,,49.38,,,,0.1891891891891892
2000-05-16,,,,,,,,9.57,,67.34,,,1467.0,,,5.19,,,,,,,14.12,,540.0,,,,,,,,,51.94,,,,0.1891891891891892
2000-05-17,,,,,,,,28.24,,67.19,,,1471.5,,,5.19,,,,,,,14.0,,528.75,,,,,,,,,50.06,,,,0.1891891891891892
2000-05-18,,,,,,,,10.06,,65.03,,,1453.5,,,5.38,,,,,,,13.75,,526.88,,,,,,,,,48.25,,,,0.1891891891891892
2000-05-19,,,,,,,,10.34,,61.06,,,1449.0,,,5.31,,,,,,,13.5,,506.25,,,,,,,,,44.62,,,,0.1891891891891892
2000-05-22,,,,,,,,9.84,,58.75,,,1437.75,,,5.12,,,,,,,12.38,,498.75,,,,,,,,,43.75,,,,0.1891891891891892
2000-05-23,,,,,,,,10.24,,52.25,,,1401.75,,,5.06,,,,,,,11.88,,475.0,,,,,,,,,43.44,,,,0.1891891891891892
2000-05-24,,,,,,,,29.73,,51.81,,,1440.0,,,5.0,,,,,,,15.0,,445.0,,,,,,,,,42.62,,,,0.1891891891891892
2000-05-25,,,,,,,,9.91,,52.71,,,1467.0,,,4.88,,,,,,,15.0,,411.25,,,,,,,,,42.81,,,,0.1891891891891892
2000-05-26,,,,,,,,9.91,,52.47,,,1404.0,,,5.0,,,,,,,15.19,,394.38,,,,,,,,,42.0,,,,0.1891891891891892
2000-05-29,,,,,,,,29.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703
2000-05-30,,,,,,,,29.23,,58.66,,,1509.75,,,4.88,,,,,,,14.75,,472.5,,,,,,,,,43.5,,,,0.1891891891891892
2000-05-31,,,,,,,,29.23,,60.74,,,1561.5,,,4.69,,,,,,,14.88,,460.0,,,,,,,,,45.0,,,,0.1891891891891892
2000-06-01,,,,,,,,28.83,,65.5,,,1737.0,,,4.5,,,,,,,14.56,,501.88,,,,,,,,,55.62,,,,0.1891891891891892
2000-06-02,,,,,,,,9.91,,70.0,,,1786.5,,,4.62,,,,,,,15.44,,548.75,,,,,,,,,56.25,,,,0.1891891891891892
2000-06-05,,,,,,,,29.73,,74.19,,,1766.25,,,4.75,,,,,,,15.25,,534.38,,,,,,,,,56.75,,,,0.1891891891891892
2000-06-06,,,,,,,,29.73,,70.81,,,1944.0,,,4.62,,,,,,,15.25,,526.88,,,,,,,,,54.75,,,,0.1891891891891892
2000-06-07,,,,,,,,9.91,,70.81,,,1876.5,,,4.81,,,,,,,15.06,,554.38,,,,,,,,,53.25,,,,0.1891891891891892
2000-06-08,,,,,,,,29.73,,74.41,,,1894.5,,,5.22,,,,,,,18.25,,522.5,,,,,,,,,49.38,,,,0.1891891891891892
2000-06-09,,,,,,,,29.73,,75.31,,,1831.5,,,5.28,,,,,,,20.25,,540.0,,,,,,,,,53.88,,,,0.1891891891891892
2000-06-12,,,,,,,,29.73,,74.91,,,1854.0,,,5.38,,,,,,,24.75,,530.62,,,,,,,,,53.75,,,,0.1891891891891892
2000-06-13,,,,,,,,9.91,,77.5,,,1899.0,,,7.0,,,,,,,23.69,,510.0,,,,,,,,,55.81,,,,0.1891891891891892
2000-06-14,,,,,,,,9.91,,78.22,,,1858.5,,,6.81,,,,,,,22.25,,546.25,,,,,,,,,53.88,,,,0.1891891891891892
2000-06-15,,,,,,,,29.74,,78.97,,,1867.5,,,6.62,,,,,,,21.31,,529.38,,,,,,,,,55.25,,,,0.1891891891891892
2000-06-16,,,,,,,,29.74,,80.75,,,1833.75,,,7.0,,,,,,,22.12,,510.0,,,,,,,,,56.06,,,,0.1891891891891892
2000-06-19,,,,,,,,9.91,,83.94,,,1912.5,,,7.0,,,,,,,23.5,,515.0,,,,,,,,,63.75,,,,0.1891891891891892
2000-06-20,,,,,,,,9.91,,83.5,,,2092.5,,,7.62,,,,,,,24.0,,625.0,,,,,,,,,67.62,,,,0.1891891891891892
2000-06-21,,,,,,,,9.91,,82.75,,,2344.5,,,7.75,,,,,,,24.38,,580.0,,,,,,,,,71.94,,,,0.1891891891891892
2000-06-22,,,,,,,,10.03,,82.44,,,2313.0,,,7.69,,,,,,,26.25,,570.62,,,,,,,,,70.12,,,,0.1891891891891892
2000-06-23,,,,,,,,9.91,,79.75,,,2146.5,,,7.75,,,,,,,25.62,,540.0,,,,,,,,,68.75,,,,0.1891891891891892
2000-06-26,,,,,,,,29.73,,80.81,,,2088.0,,,7.75,,,,,,,25.31,,570.62,,,,,,,,,69.62,,,,0.1891891891891892
2000-06-27,,,,,,,,10.21,,72.44,,,2245.5,,,8.0,,,,,,,25.75,,573.75,,,,,,,,,67.75,,,,0.1891891891891892
2000-06-28,,,,,,,,29.82,,72.88,,,2313.0,,,8.0,,,,,,,26.0,,585.0,,,,,,,,,70.12,,,,0.1891891891891892
2000-06-29,,,,,,,,9.91,,66.41,,,2538.0,,,8.62,,,,,,,25.88,,610.0,,,,,,,,,72.75,,,,0.1891891891891892
2000-06-30,,,,,,,,9.74,,66.75,,,2486.25,,,8.25,,,,,,,29.69,,625.0,,,,,,,,,73.25,,,,0.1891891891891892
2000-07-03,,,,,,,,9.58,,71.53,,,2583.0,,,8.25,,,,,,,28.81,,620.0,,,,,,,,,73.56,,,,0.1891891891891892
2000-07-04,,,,,,,,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703
2000-07-05,,,,,,,,9.25,,64.97,,,2637.0,,,8.12,,,,,,,28.75,,610.0,,,,,,,,,68.44,,,,0.1891891891891892
2000-07-06,,,,,,,,8.95,,62.5,,,2673.0,,,7.5,,,,,,,29.94,,615.0,,,,,,,,,68.75,,,,0.1891891891891892
2000-07-07,,,,,,,,26.85,,65.25,,,2763.0,,,8.0,,,,,,,31.06,,660.62,,,,,,,,,74.06,,,,0.1891891891891892
2000-07-10,,,,,,,,9.06,,68.5,,,2664.0,,,8.12,,,,,,,28.75,,660.62,,,,,,,,,81.12,,,,0.1891891891891892
2000-07-11,,,,,,,,9.25,,70.38,,,2664.0,,,8.0,,,,,,,30.0,,640.62,,,,,,,,,82.88,,,,0.1891891891891892
2000-07-12,,,,,,,,9.41,,73.66,,,2830.5,,,7.81,,,,,,,29.81,,687.5,,,,,,,,,92.0,,,,0.1891891891891892
2000-07-13,,,,,,,,28.24,,76.25,,,2740.5,,,7.75,,,,,,,29.81,,673.12,,,,,,,,,96.94,,,,0.1891891891891892
2000-07-14,,,,,,,,9.08,,74.59,,,2772.0,,,8.0,,,,,,,29.25,,700.0,,,,,,,,,97.88,,,,0.1891891891891892
2000-07-17,,,,,,,,9.25,,75.42,,,2556.0,,,7.88,,,,,,,30.08,,700.0,,,,,,,,,98.75,,,,0.1891891891891892
2000-07-18,,,,,,,,9.25,,73.56,,,2659.5,,,7.88,,,,,,,29.75,,653.12,,,,,,,,,93.5,,,,0.1891891891891892
2000-07-19,,,,,,,,26.75,,72.31,,,2520.0,,,7.5,,,,,,,29.62,,632.5,,,,,,,,,86.12,,,,0.1891891891891892
2000-07-20,,,,,,,,8.92,,74.0,,,2468.25,,,7.56,,,,,,,31.75,,630.0,,,,,,,,,83.19,,,,0.1891891891891892
2000-07-21,,,,,,,,8.93,,69.22,,,2490.75,,,7.38,,,,,,,31.88,,587.5,,,,,,,,,81.62,,,,0.1891891891891892
2000-07-24,,,,,,,,25.76,,69.56,,,2441.25,,,7.0,,,,,,,30.19,,559.38,,,,,,,,,80.0,,,,0.1891891891891892
2000-07-25,,,,,,,,25.76,,70.38,,,2484.0,,,6.69,,,,,,,30.12,,579.38,,,,,,,,,81.0,,,,0.1891891891891892
2000-07-26,,,,,,,,25.76,,64.72,,,2664.0,,,6.5,,,,,,,29.95,,560.0,,,,,,,,,77.0,,,,0.1891891891891892
2000-07-27,,,,,,,,9.25,,56.25,,,2736.0,,,6.5,,,,,,,28.06,,585.0,,,,,,,,,70.0,,,,0.1891891891891892
2000-07-28,,,,,,,,9.6,,54.0,,,2790.0,,,6.5,,,,,,,25.75,,533.12,,,,,,,,,72.25,,,,0.1891891891891892
2000-07-31,,,,,,,,9.79,,56.22,,,2657.25,,,7.0,,,,,,,24.5,,500.62,,,,,,,,,78.75,,,,0.1891891891891892
2000-08-01,,,,,,,,10.24,,52.09,,,2668.5,,,7.06,,,,,,,21.44,,518.91,,,,,,,,,72.25,,,,0.1891891891891892
2000-08-02,,,,,,,,10.73,,45.19,,,2452.5,,,6.69,,,,,,,22.38,,395.0,,,,,,,,,73.12,,,,0.1891891891891892
2000-08-03,,,,,,,,10.73,,48.69,,,2569.5,,,6.38,,,,,,,21.62,,360.16,,,,,,,,,70.19,,,,0.1891891891891892
2000-08-04,,,,,,,,10.9,,51.0,,,2583.0,,,6.12,,,,,,,23.38,,391.25,,,,,,,,,69.0,,,,0.1891891891891892
2000-08-07,,,,,,,,10.73,,52.0,,,2857.5,,,6.38,,,,,,,22.25,,425.0,,,,,,,,,73.36,,,,0.1891891891891892
2000-08-08,,,,,,,,10.73,,52.25,,,2808.0,,,6.62,,,,,,,21.75,,411.25,,,,,,,,,73.0,,,,0.1891891891891892
2000-08-09,,,,,,,,10.82,,47.81,,,2704.5,,,6.5,,,,,,,20.25,,400.0,,,,,,,,,72.56,,,,0.1891891891891892
2000-08-10,,,,,,,,11.23,,48.69,,,2691.0,,,6.12,,,,,,,19.25,,416.25,,,,,,,,,68.62,,,,0.1891891891891892
2000-08-11,,,,,,,,12.06,,49.62,,,2670.75,,,5.88,,,,,,,19.25,,416.25,,,,,,,,,67.81,,,,0.1891891891891892
2000-08-14,,,,,,,,10.9,,50.75,,,2736.0,,,6.25,,,,,,,19.25,,425.0,,,,,,,,,71.31,,,,0.1891891891891892
2000-08-15,,,,,,,,10.4,,52.28,,,2880.0,,,7.0,,,,,,,21.5,,415.0,,,,,,,,,72.77,,,,0.1891891891891892
2000-08-16,,,,,,,,10.07,,54.0,,,2956.5,,,6.62,,,,,,,20.44,,440.0,,,,,,,,,70.88,,,,0.1891891891891892
2000-08-17,,,,,,,,28.73,,55.56,,,2925.0,,,6.5,,,,,,,20.0,,443.75,,,,,,,,,72.0,,,,0.1891891891891892
2000-08-18,,,,,,,,9.88,,63.72,,,3033.0,,,6.38,,,,,,,22.5,,451.25,,,,,,,,,73.62,,,,0.1891891891891892
2000-08-21,,,,,,,,28.24,,63.16,,,3030.75,,,6.38,,,,,,,23.19,,458.12,,,,,,,,,73.12,,,,0.1891891891891892
2000-08-22,,,,,,,,10.06,,64.12,,,3055.5,,,6.03,,,,,,,24.56,,462.5,,,,,,,,,72.06,,,,0.1891891891891892
2000-08-23,,,,,,,,9.74,,65.59,,,3186.0,,,6.0,,,,,,,24.25,,431.25,,,,,,,,,71.25,,,,0.1891891891891892
2000-08-24,,,,,,,,29.23,,71.5,,,3420.0,,,5.88,,,,,,,23.75,,411.88,,,,,,,,,71.94,,,,0.1891891891891892
2000-08-25,,,,,,,,29.53,,69.78,,,3591.0,,,5.81,,,,,,,22.88,,487.5,,,,,,,,,74.38,,,,0.1891891891891892
2000-08-28,,,,,,,,29.43,,68.44,,,3669.75,,,5.88,,,,,,,23.19,,450.62,,,,,,,,,77.75,,,,0.1891891891891892
2000-08-29,,,,,,,,9.91,,70.06,,,4153.5,,,5.81,,,,,,,21.25,,461.25,,,,,,,,,87.19,,,,0.1891891891891892
2000-08-30,,,,,,,,29.01,,69.72,,,4072.5,,,5.75,,,,,,,21.81,,445.0,,,,,,,,,86.08,,,,0.1891891891891892
2000-08-31,,,,,,,,9.91,,68.88,,,4284.0,,,6.0,,,,,,,24.88,,447.5,,,,,,,,,89.62,,,,0.1891891891891892
2000-09-01,,,,,,,,10.13,,65.5,,,4378.5,,,6.0,,,,,,,24.88,,429.38,,,,,,,,,89.38,,,,0.1891891891891892
2000-09-04,,,,,,,,30.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703
2000-09-05,,,,,,,,10.07,,62.22,,,4585.5,,,5.94,,,,,,,23.94,,428.12,,,,,,,,,87.12,,,,0.1891891891891892
2000-09-06,,,,,,,,9.94,,61.06,,,4464.0,,,5.62,,,,,,,23.0,,430.94,,,,,,,,,76.5,,,,0.1891891891891892
2000-09-07,,,,,,,,11.2,,64.56,,,4997.25,,,5.97,,,,,,,22.44,,442.5,,,,,,,,,92.69,,,,0.1891891891891892
2000-09-08,,,,,,,,11.56,,61.62,,,5076.0,,,6.0,,,,,,,21.62,,433.12,,,,,,,,,88.25,,,,0.1891891891891892
2000-09-11,,,,,,,,11.23,,60.47,,,5672.25,,,6.0,,,,,,,21.0,,413.75,,,,,,,,,93.88,,,,0.1891891891891892
2000-09-12,,,,,,,,33.69,,58.25,,,6190.88,,,6.25,,,,,,,21.75,,525.0,,,,,,,,,92.88,,,,0.1891891891891892
2000-09-13,,,,,,,,33.69,,58.25,,,5939.44,,,6.25,,,,,,,21.38,,550.0,,,,,,,,,90.88,,,,0.1891891891891892
2000-09-14,,,,,,,,11.73,,59.25,,,6102.0,,,6.38,,,,,,,21.69,,509.38,,,,,,,,,101.12,,,,0.1891891891891892
2000-09-15,,,,,,,,12.17,,57.97,,,6021.0,,,6.69,,,,,,,20.94,,492.5,,,,,,,,,99.88,,,,0.1891891891891892
